ObjectID,Route Location:,Route ID:,Select the statement that best describes the amount and distribution of litter in the street.,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,Is this route predominantly residential or commercial/industrial/mixed use?,CreationDate,x,y,the_geom,SF Find Neighborhoods 2,Analysis Neighborhoods 2,Current Supervisor Districts 2
3166,Taraval St BETWEEN 15th Ave AND 16th Ave,13585,4,0,3,1,3,,0,7,25,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,12/12/2022 06:04:13 PM,-122.471917975426,37.7432153479086,POINT (-122.471917975426 37.7432153479086),44,41,8
3270,Delta St BETWEEN Arleta Ave AND Raymond Ave,3507,4,0,4,0,,,,0,5,0,5,4,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,12/15/2022 04:35:56 PM,-122.409044718909,37.7141386912902,POINT (-122.409044718909 37.7141386912902),75,40,9
2734,Valencia St BETWEEN Mccoppin St AND Duboce Ave,5402,3,1,3,1,4,,0,34,101,9,5,5,9,0,0,0,1,0,0,,,1,0,2,0,,0,,1,11/03/2022 06:38:33 PM,-122.422445579705,37.7707314012551,POINT (-122.422445579705 37.7707314012551),32,20,10
3205,Baden St BETWEEN Monterey Blvd AND Joost Ave,3669,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,1,13,,1,1,3,0,,0,,2,12/13/2022 06:42:05 PM,-122.439745263581,37.7319761445419,POINT (-122.439745263581 37.7319761445419),95,41,8
3947,03rd St BETWEEN Newhall St AND Kirkwood Ave,6904,2,0,2,0,,,,1,3,0,1,,8,0,0,0,1,0,0,,,0,0,,0,,0,,,02/20/2023 06:39:32 PM,-122.389387671572,37.7383347377895,POINT (-122.389387671572 37.7383347377895),86,1,9
674,Kearny St BETWEEN Columbus Ave AND Broadway,7885,2,0,2,6,53,,0,15,0,1,1,,0,0,0,0,1,0,0,,,1,0,3,0,,0,,1,02/22/2022 11:31:59 PM,-122.405405852102,37.7974670574406,POINT (-122.405405852102 37.7974670574406),106,23,3
592,Holly Park Cir BETWEEN Elsie St AND Bocana St,6727,2,0,2,3,53,,0,3,10,0,3,1,0,0,0,0,0,,0,,,1,0,3,0,,0,,2,02/16/2022 11:05:25 PM,-122.420077187628,37.7382127711609,POINT (-122.420077187628 37.7382127711609),61,2,2
2726,Market St BETWEEN 09th St AND 10th St,8436,4,0,3,0,,,,2,78,6,1,,2,0,0,0,1,0,0,,,1,0,1,0,,1,12,1,11/03/2022 04:30:12 PM,-122.416930540105,37.7770445089653,POINT (-122.416930540105 37.7770445089653),21,36,10
876,Bryant St BETWEEN Main St AND Beale St,8386,3,0,3,8,50,"fencing, plastic strapping tape",0,43,14,2,4,6,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,04/01/2022 10:59:14 PM,-122.38922125148,37.7865661764783,POINT (-122.38922125148 37.7865661764783),30,8,10
2353,Jones St BETWEEN Golden Gate Ave AND Turk St,1197,3,0,3,0,,,,17,49,7,4,1,0,0,0,0,1,1,1,2,,0,0,,0,,0,,1,09/16/2022 07:46:18 PM,-122.412316240342,37.7825385741305,POINT (-122.412316240342 37.7825385741305),20,36,10
3935,Gough St BETWEEN Greenwich St AND Lombard St,7120,3,0,2,1,11,,0,2,18,0,2,1,1,0,0,0,1,0,0,,,1,0,2,0,,0,,2,02/17/2023 09:46:15 PM,-122.427735171813,37.8004420070258,POINT (-122.427735171813 37.8004420070258),15,13,6
920,Geary Blvd BETWEEN Parker Ave AND Beaumont Ave,4340,3,0,2,2,0,Birdseed has,0,60,10,22,4,2,0,0,0,0,0,,0,,,1,1,2,0,,0,,1,04/07/2022 08:07:43 PM,-122.454755666415,37.7816009538836,POINT (-122.454755666415 37.7816009538836),11,31,6
1508,22nd Ave BETWEEN Noriega St AND Ortega St,2904,3,0,3,0,,,,0,19,4,1,,1,0,0,0,0,,0,,,1,0,3,0,,0,,1,06/07/2022 09:49:48 PM,-122.479635619424,37.7531715560856,POINT (-122.479635619424 37.7531715560856),39,35,7
1379,Irving St BETWEEN Funston Ave AND 14th Ave,2757,2,0,4,0,,,,1,0,0,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,05/27/2022 05:55:09 PM,-122.47114466251,37.7638301604676,POINT (-122.47114466251 37.7638301604676),109,14,11
4215,30th Ave BETWEEN Judah St AND Kirkham St,1995,3,0,3,0,,,,0,1,1,1,,2,0,0,0,0,,1,12,,1,1,,0,,0,,1,03/07/2023 10:50:47 PM,-122.488713592139,37.7602468237219,POINT (-122.488713592139 37.7602468237219),39,35,7
1751,Florentine Ave BETWEEN Mission St AND Morse St,2720,2,0,2,2,5,,0,1,11,0,1,,0,0,0,0,0,,1,1213,,1,0,3,0,,0,,2,06/16/2022 06:08:58 PM,-122.443648782156,37.7126405545841,POINT (-122.443648782156 37.7126405545841),58,7,1
4132,Wayland St BETWEEN Yale St AND Cambridge St,16774,2,0,2,2,6,,0,0,0,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,03/02/2023 05:57:31 PM,-122.416420297023,37.722954803608,POINT (-122.416420297023 37.722954803608),92,25,2
3193,12th St BETWEEN Folsom St AND Harrison St,843,2,0,4,1,11,,0,7,57,11,5,6,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,12/13/2022 04:00:50 PM,-122.414024775825,37.7704690532576,POINT (-122.414024775825 37.7704690532576),32,20,10
600,Dalewood Way BETWEEN Lansdale Ave AND Lansdale Ave,5480,4,0,2,4,54,,0,0,9,0,1,,0,0,0,0,1,0,1,13,,1,0,2,0,,1,56,2,02/17/2022 12:32:53 AM,-122.45643365828,37.7377990057953,POINT (-122.45643365828 37.7377990057953),117,41,8
395,Van Ness Ave BETWEEN Broadway AND Vallejo St,15824,3,0,4,2,73,,0,50,2,2,3,1,2,0,0,0,0,,0,,,1,1,1,0,,0,,1,02/07/2022 10:35:31 PM,-122.423625219488,37.7962060580536,POINT (-122.423625219488 37.7962060580536),102,30,6
3684,Buchanan St BETWEEN Fell St AND Hayes St,6297,3,0,3,0,,,,0,1,13,1,,2,0,0,0,1,0,0,,,1,0,3,0,,0,,1,02/08/2023 06:23:13 PM,-122.427818879526,37.7757854892736,POINT (-122.427818879526 37.7757854892736),22,9,11
829,Ingalls St BETWEEN Wallace Ave AND Yosemite Ave,6601,2,0,4,0,,,,0,2,0,1,,5,0,0,0,0,,1,120,Cars parked on sidewalk at repair shop.,0,0,,0,,0,,1,03/30/2022 05:46:47 PM,-122.387662583732,37.7250465507866,POINT (-122.387662583732 37.7250465507866),86,1,9
1324,Stockton St BETWEEN Filbert St AND Greenwich St,9958,4,0,4,0,,,,2,12,2,1,,3,0,0,0,0,,0,,,1,0,3,0,,0,,1,05/26/2022 09:27:09 PM,-122.409478428223,37.8018415144658,POINT (-122.409478428223 37.8018415144658),106,23,3
1336,Jones St BETWEEN Greenwich St AND Lombard St,8538,2,0,2,0,,,,0,15,12,1,,5,0,0,0,0,,0,,,1,1,3,0,,0,,2,05/26/2022 11:34:46 PM,-122.416241893405,37.8019507930402,POINT (-122.416241893405 37.8019507930402),107,32,3
3313,03rd St BETWEEN Quesada Ave AND Revere Ave,6385,4,0,4,0,,,,0,3,0,5,4,0,0,0,0,1,0,0,,,1,0,1,0,,0,,1,12/16/2022 04:48:58 PM,-122.391321122745,37.732813608376,POINT (-122.391321122745 37.732813608376),86,1,9
583,Gaviota Way BETWEEN Teresita Blvd AND Bella Vista Way,1241,3,0,2,0,,,,0,0,0,2,1,0,0,0,0,0,,1,312,,1,0,3,0,,0,,2,02/16/2022 09:46:28 PM,-122.447877902291,37.7389555804553,POINT (-122.447877902291 37.7389555804553),72,41,8
4645,Mission St BETWEEN Park St AND Richland Ave,6913,3,0,3,2,1410,,0,5,52,10,5,3,0,0,0,0,0,,0,,,1,1,3,0,,0,,1,04/24/2023 06:18:47 PM,-122.424350672861,37.7363993265345,POINT (-122.424350672861 37.7363993265345),61,2,5
3738,Page St BETWEEN Gough St AND Octavia St,554,3,0,4,1,5,,0,41,15,0,4,4,2,0,0,0,1,0,0,,,0,0,,0,,0,,1,02/13/2023 05:34:04 PM,-122.423177089519,37.7739871097639,POINT (-122.423177089519 37.7739871097639),26,9,11
2436,17th St BETWEEN Kansas St AND Vermont St,12197,4,0,3,0,,,,0,44,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,10/03/2022 07:32:27 PM,-122.404012006344,37.7646935954642,POINT (-122.404012006344 37.7646935954642),54,4,9
691,Howard St BETWEEN 10th St AND 11th St,6690,2,0,4,1,3,,0,53,2,9,4,2,0,0,0,0,1,0,0,,,1,1,3,0,,0,,1,02/25/2022 04:14:55 PM,-122.414977758984,37.7735769037306,POINT (-122.414977758984 37.7735769037306),32,34,10
4567,Jordan Ave BETWEEN Euclid Ave AND Geary Blvd,8848,2,0,1,0,,,,0,0,0,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,04/12/2023 08:12:40 PM,-122.456721213494,37.7826840267884,POINT (-122.456721213494 37.7826840267884),11,31,6
821,Geary Blvd BETWEEN 30th Ave AND 31st Ave,7342,4,0,3,1,5,,0,3,9,1,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,1,541269,1,03/24/2022 11:22:39 PM,-122.49063932319,37.7797590776661,POINT (-122.49063932319 37.7797590776661),8,29,4
3755,Spear St BETWEEN Harrison St AND End: 400-499 Block,89,2,0,3,2,11,,0,0,12,0,5,5,5,0,0,0,0,,0,,,1,0,3,0,,0,,1,02/13/2023 08:16:35 PM,-122.388850401777,37.7883755469242,POINT (-122.388850401777 37.7883755469242),30,8,10
3912,Union St BETWEEN Octavia St AND Laguna St,13152,2,0,2,0,,,,58,11,1,4,1,0,0,0,0,1,0,0,,,1,1,3,0,,0,,1,02/17/2023 07:30:35 PM,-122.429736468248,37.7978208137688,POINT (-122.429736468248 37.7978208137688),15,13,6
236,Irving St BETWEEN 06th Ave AND 07th Ave,2917,3,0,2,0,,,,13,7,1,4,1,2,0,0,0,1,0,0,,,1,0,1,0,,0,,1,02/01/2022 07:32:08 PM,-122.463650229199,37.7641592899428,POINT (-122.463650229199 37.7641592899428),109,14,11
2879,Gough St,-99,2,0,3,1,37,,0,1,1,2,2,2,3,0,0,0,0,,0,,,0,0,,0,,0,,1,11/15/2022 11:38:58 PM,-122.423273005337,37.7782862552259,POINT (-122.423273005337 37.7782862552259),22,9,11
1464,Mission St BETWEEN Powers Ave AND Fair Ave,9722,3,0,3,0,,,,100,46,98,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,06/02/2022 09:00:13 PM,-122.419708651088,37.7458938320734,POINT (-122.419708651088 37.7458938320734),83,2,2
4418,Buena Vista Ave West BETWEEN Buena Vista Ave East AND Java St,1078,2,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,213,,1,0,2,0,,0,,2,03/30/2023 05:55:55 PM,-122.443139680833,37.7664366467935,POINT (-122.443139680833 37.7664366467935),112,3,5
3926,Van Ness Ave BETWEEN Green St AND Union St,15819,2,0,2,0,,,,1,8,14,4,1,1,0,0,0,1,0,0,,,0,0,,0,,1,11965,1,02/17/2023 09:00:17 PM,-122.423785034269,37.7980975657431,POINT (-122.423785034269 37.7980975657431),105,32,6
2468,Fillmore St BETWEEN Union St AND Filbert St,4824,4,0,3,0,,,,1,18,0,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,1259,1,10/04/2022 06:54:24 PM,-122.43558401925,37.7975550624418,POINT (-122.43558401925 37.7975550624418),15,13,6
4095,Valencia St BETWEEN Market St AND Mccoppin St,15977,2,0,2,0,,,,7,36,3,2,1,1,0,0,0,1,0,0,,,1,0,1,0,,0,,1,02/25/2023 12:15:47 AM,-122.422517198789,37.772051981939,POINT (-122.422517198789 37.772051981939),32,20,10
1290,Van Ness Ave BETWEEN Union St AND Filbert St,15817,2,0,2,0,,,,21,8,0,4,1,6,0,0,0,1,0,0,,,1,1,2,0,,0,,1,05/26/2022 12:10:13 AM,-122.423987051003,37.7990364878872,POINT (-122.423987051003 37.7990364878872),107,32,6
1812,Powell St BETWEEN Washington St AND Jackson St,14833,4,0,4,1,31,,0,23,16,4,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,06/18/2022 01:27:31 AM,-122.409823380394,37.7951815717293,POINT (-122.409823380394 37.7951815717293),16,6,3
3744,South Van Ness Ave BETWEEN Market St AND Mission St,107,2,0,2,1,5,,0,3,21,1,2,1,3,0,0,0,1,0,0,,,0,1,1,0,,1,596122,1,02/13/2023 05:34:09 PM,-122.419012225876,37.7740871178466,POINT (-122.419012225876 37.7740871178466),32,20,10
1831,Market St BETWEEN 06th St AND 07th St,10610,2,0,2,7,113,,0,48,53,1,1,,1,0,0,0,1,0,0,,,0,0,,0,,1,1256,1,07/20/2022 05:17:26 PM,-122.411380264088,37.781331426721,POINT (-122.411380264088 37.781331426721),32,34,10
1782,Clement St BETWEEN 12th Ave AND Funston Ave,13675,2,0,2,0,,,,0,13,1,1,,0,0,0,0,1,1,0,,,1,0,1,0,,1,512,1,06/17/2022 08:59:38 PM,-122.471393738389,37.7826292508008,POINT (-122.471393738389 37.7826292508008),5,11,4
4401,Morse St BETWEEN Rolph St AND Newton St,7897,3,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,13,,1,0,2,0,,0,,2,03/24/2023 05:28:26 PM,-122.437729416236,37.7134420363898,POINT (-122.437729416236 37.7134420363898),58,7,1
2946,Aquavista Way BETWEEN Skyview Way AND Marview Way,13472,2,0,2,0,,,,0,0,0,2,1,0,0,0,0,0,,1,213,,1,0,2,0,,0,,2,11/29/2022 08:05:16 PM,-122.449274127686,37.7525847271644,POINT (-122.449274127686 37.7525847271644),48,38,8
2753,Leavenworth St BETWEEN Post St AND Sutter St,8028,4,0,4,1,3,,0,27,101,20,5,6,8,0,0,0,0,,0,,,1,0,2,0,,1,1229,1,11/04/2022 04:16:41 PM,-122.415090344838,37.7879208879007,POINT (-122.415090344838 37.7879208879007),50,21,3
87,Haight St BETWEEN Ashbury St AND Clayton St,2446,2,0,2,0,,,,101,88,29,3,3,10,0,0,0,1,0,0,,,0,0,,0,,0,,,01/24/2022 10:23:25 PM,-122.44776953762,37.7699076729779,POINT (-122.44776953762 37.7699076729779),25,3,11
4082,Webster St BETWEEN End AND Hermann St,15588,3,0,3,0,,,,2,31,0,2,1,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,02/24/2023 08:27:30 PM,-122.428350493528,37.7700764416341,POINT (-122.428350493528 37.7700764416341),28,9,5
731,03rd St BETWEEN Galvez Ave AND Hudson Ave,6410,2,0,2,0,,,,0,0,0,1,,1,0,0,0,0,,0,,,1,0,3,0,,0,,,03/16/2022 06:51:07 PM,-122.388567488159,37.7407034820032,POINT (-122.388567488159 37.7407034820032),86,1,9
1656,Mission St BETWEEN 22nd St AND 23rd St,12495,3,0,4,0,,,,100,100,100,5,4,0,0,0,0,1,1,0,,,1,0,3,0,,0,,1,06/13/2022 09:02:57 PM,-122.418683970691,37.7546417054006,POINT (-122.418683970691 37.7546417054006),53,20,2
4544,Newhall St BETWEEN Kirkwood Ave AND La Salle Ave,3813,3,0,4,0,,,,0,0,0,1,,0,0,1,0,0,,1,1312,,1,0,3,0,,0,,2,04/12/2023 04:59:44 PM,-122.390239995809,37.7378539393108,POINT (-122.390239995809 37.7378539393108),86,1,9
1590,Van Ness Ave BETWEEN O'farrell St AND Geary Blvd,15858,3,0,3,1,3,,0,80,17,0,1,,2,0,0,0,1,0,0,,,0,0,,0,,1,569,1,06/09/2022 10:59:07 PM,-122.4213721145,37.7852142906726,POINT (-122.4213721145 37.7852142906726),100,39,11
3975,Taraval St BETWEEN 33rd Ave AND 34th Ave,13565,3,0,4,0,,,,8,13,6,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,02/21/2023 06:35:19 PM,-122.491229968184,37.7423665649098,POINT (-122.491229968184 37.7423665649098),40,35,7
293,Columbus Ave BETWEEN Greenwich St AND Lombard St,569,2,0,2,0,,,,15,12,14,2,1,1,0,0,0,0,,0,,,1,1,1,0,,1,1252,1,02/02/2022 11:30:21 PM,-122.413143228494,37.8023418676078,POINT (-122.413143228494 37.8023418676078),107,32,3
421,Taraval St BETWEEN 18th Ave AND 19th Ave,13579,4,0,4,4,51112,,0,17,7,3,1,,0,0,0,0,1,0,0,,,1,1,3,0,,0,,1,02/08/2022 09:16:05 PM,-122.475147368567,37.7430791523887,POINT (-122.475147368567 37.7430791523887),44,41,8
2809,22nd St BETWEEN Indiana St AND Iowa St,2868,2,0,2,0,,,,2,29,4,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,1,11/09/2022 09:13:38 PM,-122.391653966524,37.7577390777384,POINT (-122.391653966524 37.7577390777384),55,26,9
2649,Geary Blvd BETWEEN 28th Ave AND 29th Ave,7346,3,0,2,0,,,,17,19,16,3,4,0,0,0,0,1,0,0,,,1,0,2,0,,1,92,2,10/24/2022 06:05:24 PM,-122.488484028566,37.779989571191,POINT (-122.488484028566 37.779989571191),8,29,4
1038,04th St BETWEEN Bryant St AND Brannan St,5863,4,0,3,3,1243,,0,32,50,24,4,2,1,0,0,0,0,,0,,,1,0,2,0,,1,1,1,04/22/2022 10:28:14 PM,-122.397314322096,37.778947223363,POINT (-122.397314322096 37.778947223363),32,34,10
650,24th St BETWEEN Harrison St AND Folsom St,2529,3,0,3,1,3,,0,101,85,6,2,1,1,0,0,0,1,0,0,,,1,0,2,0,,1,569,1,02/18/2022 10:27:54 PM,-122.413006607316,37.7525777949902,POINT (-122.413006607316 37.7525777949902),53,20,2
2618,Mission St BETWEEN Pope St AND Mount Vernon Ave,7054,4,0,4,0,,,,55,77,4,1,,0,0,0,0,1,1,0,,,1,0,2,0,,0,,1,10/21/2022 04:57:02 PM,-122.442221702326,37.7149927026112,POINT (-122.442221702326 37.7149927026112),80,7,1
4637,Ingalls St BETWEEN Wallace Ave AND Yosemite Ave,6601,3,0,3,2,35,,0,0,0,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,04/21/2023 08:36:26 PM,-122.387649379395,37.7250416083538,POINT (-122.387649379395 37.7250416083538),78,1,9
2344,Larkin St BETWEEN Ellis St AND O'farrell St,8371,4,0,5,2,7,,0,101,101,12,2,3,2,2,0,0,1,0,0,,,1,0,2,0,,1,12569,1,09/16/2022 06:03:24 PM,-122.417804078955,37.784701477532,POINT (-122.417804078955 37.784701477532),20,36,10
3212,Mangels Ave BETWEEN Congo St AND Detroit St,7717,3,0,3,0,,,,0,0,0,1,,0,0,0,0,0,,1,12213,,1,0,3,0,,0,,2,12/13/2022 07:19:47 PM,-122.443161358079,37.7330928274282,POINT (-122.443161358079 37.7330928274282),95,41,8
2418,Haight St BETWEEN Scott St AND Divisadero St,6621,3,0,3,2,117,,0,41,52,46,3,7,1,0,0,0,1,0,0,,,1,0,1,0,,1,12,2,09/30/2022 08:31:19 PM,-122.43620929879,37.7713734585426,POINT (-122.43620929879 37.7713734585426),26,3,11
2032,03rd St BETWEEN 26th St AND Cesar Chavez St,6456,2,0,5,1,5,,0,0,8,0,1,,0,0,0,0,0,,1,12,,1,0,1,0,,0,,1,07/29/2022 04:52:50 PM,-122.387551011177,37.7509183395135,POINT (-122.387551011177 37.7509183395135),56,1,9
4501,03rd St BETWEEN Warriors Way (South St) AND 16th St,6571,3,0,3,0,,,,0,0,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,1,59,1,04/06/2023 08:21:32 PM,-122.389285106425,37.7678573789149,POINT (-122.389285106425 37.7678573789149),34,4,10
781,03rd St BETWEEN Fitzgerald Ave AND Gilman Ave,7030,2,0,2,0,,,,9,0,0,2,1,2,0,0,0,1,0,1,13,,1,0,2,0,,1,125,2,03/21/2022 07:45:56 PM,-122.395393401524,37.7228101493846,POINT (-122.395393401524 37.7228101493846),88,1,9
238,Irving St BETWEEN 08th Ave AND 09th Ave,9188,4,0,4,3,7113,,1,67,14,0,2,1,0,0,0,0,1,0,0,,,1,0,1,1,0,1,52,1,02/01/2022 08:00:00 PM,-122.465790978301,37.764065324622,POINT (-122.465790978301 37.764065324622),109,14,11
1618,Geary Blvd BETWEEN 21st Ave AND 22nd Ave,1300,3,0,3,0,,,,74,8,12,4,1,0,0,0,0,0,,1,2,,1,0,3,0,,0,,1,06/10/2022 07:49:57 PM,-122.481002019853,37.7803327782803,POINT (-122.481002019853 37.7803327782803),8,29,4
1257,Haight St BETWEEN Scott St AND Divisadero St,6621,3,0,3,0,,,,13,7,100,2,1,5,0,0,0,1,0,0,,,1,1,3,0,,1,12,1,05/24/2022 09:31:04 PM,-122.436222515703,37.7713784014324,POINT (-122.436222515703 37.7713784014324),26,3,11
52,Oak St BETWEEN Gough St AND Octavia St,8138,4,0,3,3,30,"bucket, large metal box",0,61,17,0,1,,0,0,0,0,0,,0,,,1,0,3,0,,0,,1,01/21/2022 05:36:11 PM,-122.423380487862,37.7749276930557,POINT (-122.423380487862 37.7749276930557),22,9,11
2977,Hyde St BETWEEN Pacific Ave AND Broadway,10947,3,0,3,0,,,,6,10,7,2,1,0,0,0,0,0,,0,,,0,1,3,1,0,0,,1,11/30/2022 09:00:34 PM,-122.418375580851,37.7958695262651,POINT (-122.418375580851 37.7958695262651),16,32,3
4096,Market St BETWEEN Gough St AND Octavia St,9488,2,0,2,0,,,,0,0,0,2,1,0,0,0,0,0,,0,,,0,0,,0,,0,,2,02/25/2023 12:16:27 AM,-122.422634005827,37.7724543373457,POINT (-122.422634005827 37.7724543373457),32,20,10
1679,Geary St BETWEEN Jones St AND Leavenworth St,7298,5,0,5,7,31011864,,1,100,88,47,3,2,3,1,0,0,0,,1,8,,1,0,3,0,,0,,1,06/14/2022 11:31:06 PM,-122.413997263123,37.7866297314667,POINT (-122.413997263123 37.7866297314667),50,36,3
3126,Mission St BETWEEN 22nd St AND 23rd St,12495,3,0,3,1,4,,0,101,101,88,1,,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,12/08/2022 10:30:21 PM,-122.41867075827,37.7546367628126,POINT (-122.41867075827 37.7546367628126),53,20,2
1905,Kearny St BETWEEN Jackson St AND Columbus Ave,7945,2,0,2,2,0,Tires,0,11,22,1,1,,0,0,0,0,0,,1,2,,0,0,,0,,0,,1,07/22/2022 05:33:17 PM,-122.405228902856,37.7965649532833,POINT (-122.405228902856 37.7965649532833),104,6,3
3695,Mcallister St BETWEEN Laguna St AND Webster St,8354,3,0,2,2,3,,0,0,17,4,5,2,0,0,0,0,1,1,1,13,,1,1,2,0,,1,1269,2,02/08/2023 09:02:23 PM,-122.428437914877,37.7790544611537,POINT (-122.428437914877 37.7790544611537),97,39,11
2894,South Van Ness Ave BETWEEN 15Th St AND Adair St,10160,4,0,4,5,34116,,0,44,67,0,5,5,0,0,0,0,1,0,0,,,1,0,2,0,,0,,1,11/16/2022 07:58:35 PM,-122.417593884857,37.7662786879858,POINT (-122.417593884857 37.7662786879858),53,20,2
3131,Phelps St BETWEEN 03Rd St AND Davidson Ave,1993,3,0,3,0,,,,1,2,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,1,12/09/2022 04:54:21 PM,-122.387710397461,37.7438394520474,POINT (-122.387710397461 37.7438394520474),56,1,9
22,Jackson St BETWEEN Broderick St AND Baker St,9232,2,0,2,1,0,Broken child scooter,0,0,4,0,1,,0,0,0,0,0,,0,,,1,0,1,0,,0,,2,01/20/2022 10:12:28 PM,-122.443665759416,37.7913178973789,POINT (-122.443665759416 37.7913178973789),102,30,6
4322,Ocean Ave BETWEEN Victoria St AND Manor Dr,10717,3,0,3,2,6,,0,17,4,4,1,,0,0,0,0,1,0,1,3,trash can,1,0,1,0,,1,129,1,03/15/2023 07:09:25 PM,-122.464781226108,37.7261740264804,POINT (-122.464781226108 37.7261740264804),67,41,8
2740,Gough St BETWEEN Mccoppin St AND Market St,3377,4,0,3,0,,,,37,101,59,5,9,5,0,0,0,0,,0,,,1,1,2,0,,0,,1,11/03/2022 08:32:08 PM,-122.421142800659,37.77240315314,POINT (-122.421142800659 37.77240315314),32,20,10
1685,Bush St BETWEEN Powell St AND Mason St,6238,3,0,3,2,65,,0,37,11,7,4,2,0,0,0,0,0,,0,,,1,0,3,0,,0,,1,06/15/2022 01:15:50 AM,-122.409622892592,37.7900604121239,POINT (-122.409622892592 37.7900604121239),16,21,3
2546,West Portal Ave BETWEEN Ulloa St AND Vicente St,15533,4,0,4,0,,,,15,11,0,1,,0,0,0,0,1,0,1,1,,1,0,2,0,,0,,1,10/14/2022 04:30:51 PM,-122.466395461843,37.7402978012053,POINT (-122.466395461843 37.7402978012053),46,41,8
2681,Castro St BETWEEN Jersey St AND 25th St,5958,3,0,3,0,,,,1,57,0,4,1,0,0,0,0,0,,0,,,1,1,3,0,,1,129,1,10/28/2022 04:19:20 PM,-122.433967801832,37.7500953672155,POINT (-122.433967801832 37.7500953672155),84,22,5
1447,Mission St BETWEEN 13th St AND 14th St,9023,2,0,2,0,,,,100,100,93,1,,5,0,0,0,1,0,0,,,1,0,2,0,,0,,1,06/01/2022 09:28:26 PM,-122.420008868954,37.7691957770262,POINT (-122.420008868954 37.7691957770262),53,20,2
381,Leavenworth St BETWEEN Sutter St AND Bush St,9371,2,0,3,1,3,,0,47,9,8,4,3,3,0,0,0,0,,0,,,1,0,3,0,,1,1256,,02/07/2022 07:54:28 PM,-122.415291810906,37.7888588354627,POINT (-122.415291810906 37.7888588354627),50,21,3
145,Duboce Ave BETWEEN Market St AND Church St,1678,2,0,4,3,3,,0,8,33,14,1,,0,0,0,0,1,0,1,3,,1,0,3,0,,0,,1,01/27/2022 12:29:57 AM,-122.42772860423,37.7694762570155,POINT (-122.42772860423 37.7694762570155),27,9,5
1255,Haight St BETWEEN Steiner St AND Pierce St,2758,3,0,3,0,,,,10,57,38,1,,1,0,0,0,1,0,0,,,1,1,3,0,,0,,1,05/24/2022 08:51:02 PM,-122.432926755029,37.7717977157788,POINT (-122.432926755029 37.7717977157788),26,3,11
4307,Ellington Ave BETWEEN Ottawa Ave AND Foote Ave,7990,4,0,3,0,,,,2,10,4,5,3,1,0,0,0,0,,1,13,,1,0,2,0,,0,,2,03/15/2023 04:14:45 PM,-122.44489107943,37.7136412972477,POINT (-122.44489107943 37.7136412972477),66,28,1
500,Vienna St BETWEEN Italy Ave AND Amazon Ave,15717,2,0,2,0,,,,0,0,0,1,,0,0,0,0,0,,0,,,0,1,1,0,,0,,2,02/11/2022 08:33:28 PM,-122.434224422661,37.7154406604154,POINT (-122.434224422661 37.7154406604154),90,7,1
4383,Shrader St BETWEEN Alma St AND Rivoli St,9608,2,0,2,0,,,,0,1,0,1,,0,0,0,0,0,,0,,,1,0,2,0,,0,,1,03/23/2023 07:22:24 PM,-122.450805463293,37.7626788001226,POINT (-122.450805463293 37.7626788001226),114,3,11
